size,iterations,n_threads,time
3000,200,8,2.866771
3000,200,8,2.85951
3000,200,8,2.873147
3000,200,8,2.866827
3000,200,8,2.858442
3000,200,8,2.883228
3000,200,8,2.866163
3000,200,8,2.862027
3000,200,8,2.862392
3000,200,8,2.864445
3000,200,8,2.868341
3000,200,8,2.860184
3000,200,8,2.868315
3000,200,8,2.874526
3000,200,8,2.869301
3000,200,8,2.862965
3000,200,8,2.865162
3000,200,8,2.8687
3000,200,8,2.864551
3000,200,8,2.872835
500,500,8,0.169344
500,500,8,0.170247
500,500,8,0.170601
500,500,8,0.170424
500,500,8,0.169819
500,500,8,0.169046
500,500,8,0.168996
500,500,8,0.169604
500,500,8,0.170649
500,500,8,0.169659
500,500,8,0.169877
500,500,8,0.169613
500,500,8,0.168912
500,500,8,0.169895
500,500,8,0.169809
500,500,8,0.170401
500,500,8,0.169312
500,500,8,0.16939
500,500,8,0.170314
500,500,8,0.169516
1000,500,8,0.67534
1000,500,8,0.669982
1000,500,8,0.67117
1000,500,8,0.671253
1000,500,8,0.671255
1000,500,8,0.671965
1000,500,8,0.67126
1000,500,8,0.671763
1000,500,8,0.670827
1000,500,8,0.67047
1000,500,8,0.671578
1000,500,8,0.671863
1000,500,8,0.671105
1000,500,8,0.672197
1000,500,8,0.672446
1000,500,8,0.671832
1000,500,8,0.671731
1000,500,8,0.671669
1000,500,8,0.67245
1000,500,8,0.67005
2000,500,8,3.047328
2000,500,8,3.051672
2000,500,8,3.055173
2000,500,8,3.046793
2000,500,8,3.054455
2000,500,8,3.048436
2000,500,8,3.063384
2000,500,8,3.050955
2000,500,8,3.045118
2000,500,8,3.04815
2000,500,8,3.049528
2000,500,8,3.049114
2000,500,8,3.055783
2000,500,8,3.047762
2000,500,8,3.04
2000,500,8,3.054113
2000,500,8,3.051315
2000,500,8,3.048145
2000,500,8,3.052579
2000,500,8,3.049469
3000,500,8,7.004265
3000,500,8,6.992449
3000,500,8,6.991447
3000,500,8,6.999888
3000,500,8,7.011671
3000,500,8,7.003663
3000,500,8,7.001486
3000,500,8,6.998829
3000,500,8,6.998558
3000,500,8,6.989792
3000,500,8,7.000409
3000,500,8,6.98193
3000,500,8,6.995209
3000,500,8,7.01269
3000,500,8,6.998444
3000,500,8,7.014872
3000,500,8,7.016073
3000,500,8,7.01243
3000,500,8,6.996187
3000,500,8,6.998697
500,50,10,0.015445
500,50,10,0.015454
500,50,10,0.015428
500,50,10,0.015546
500,50,10,0.015436
500,50,10,0.015426
500,50,10,0.015458
500,50,10,0.015361
500,50,10,0.015781
500,50,10,0.015461
500,50,10,0.015467
500,50,10,0.015501
500,50,10,0.015489
500,50,10,0.015419
500,50,10,0.015443
500,50,10,0.015487
500,50,10,0.01544
500,50,10,0.015409
500,50,10,0.015482
500,50,10,0.015423
1000,50,10,0.061192
1000,50,10,0.060885
1000,50,10,0.060997
1000,50,10,0.060986
1000,50,10,0.061205
1000,50,10,0.060708
1000,50,10,0.060832
1000,50,10,0.060889
1000,50,10,0.060986
1000,50,10,0.060902
1000,50,10,0.061062
1000,50,10,0.060967
1000,50,10,0.060863
1000,50,10,0.060889
1000,50,10,0.060811
1000,50,10,0.060685
1000,50,10,0.06136
1000,50,10,0.061023
1000,50,10,0.061113
1000,50,10,0.060798
2000,50,10,0.278266
2000,50,10,0.27822
2000,50,10,0.279231
2000,50,10,0.278231
2000,50,10,0.277538
2000,50,10,0.277964
2000,50,10,0.277634
2000,50,10,0.277461
2000,50,10,0.277131
2000,50,10,0.27766
2000,50,10,0.277845
2000,50,10,0.277996
2000,50,10,0.278213
2000,50,10,0.277972
2000,50,10,0.278599
2000,50,10,0.279072
2000,50,10,0.279268
2000,50,10,0.277737
2000,50,10,0.27851
2000,50,10,0.27803
3000,50,10,0.629814
3000,50,10,0.632035
3000,50,10,0.630492
3000,50,10,0.629967
3000,50,10,0.628736
3000,50,10,0.62962
3000,50,10,0.630792
3000,50,10,0.629368
3000,50,10,0.630849
3000,50,10,0.631263
3000,50,10,0.629673
3000,50,10,0.629303
3000,50,10,0.629743
3000,50,10,0.630372
3000,50,10,0.63016
3000,50,10,0.630256
3000,50,10,0.628883
3000,50,10,0.629988
3000,50,10,0.629783
3000,50,10,0.62874
500,100,10,0.029457
500,100,10,0.029593
500,100,10,0.029716
500,100,10,0.029404
500,100,10,0.029463
500,100,10,0.029473
500,100,10,0.0295
500,100,10,0.029453
500,100,10,0.030331
500,100,10,0.029424
500,100,10,0.029369
500,100,10,0.029626
500,100,10,0.029473
500,100,10,0.029434
500,100,10,0.029382
500,100,10,0.029436
500,100,10,0.029409
500,100,10,0.02946
500,100,10,0.029517
500,100,10,0.029471
1000,100,10,0.116469
1000,100,10,0.116111
1000,100,10,0.116454
1000,100,10,0.116501
1000,100,10,0.116566
1000,100,10,0.116632
1000,100,10,0.116155
1000,100,10,0.116381
1000,100,10,0.116404
1000,100,10,0.116793
1000,100,10,0.116321
1000,100,10,0.11636
1000,100,10,0.116872
1000,100,10,0.116275
1000,100,10,0.116162
1000,100,10,0.116469
1000,100,10,0.116479
1000,100,10,0.116698
1000,100,10,0.116407
1000,100,10,0.116528
2000,100,10,0.534913
2000,100,10,0.534103
2000,100,10,0.53535
2000,100,10,0.532936
2000,100,10,0.536185
2000,100,10,0.53472
2000,100,10,0.534506
2000,100,10,0.534899
2000,100,10,0.53504
2000,100,10,0.53396
2000,100,10,0.534923
2000,100,10,0.533613
2000,100,10,0.534717
2000,100,10,0.533829
2000,100,10,0.534741
2000,100,10,0.532933
2000,100,10,0.533408
2000,100,10,0.533872
2000,100,10,0.535618
2000,100,10,0.536192
3000,100,10,1.218664
3000,100,10,1.218509
3000,100,10,1.220789
3000,100,10,1.220028
3000,100,10,1.221358
3000,100,10,1.221038
3000,100,10,1.222135
3000,100,10,1.218893
3000,100,10,1.22097
3000,100,10,1.220435
3000,100,10,1.21808
3000,100,10,1.222033
3000,100,10,1.218666
3000,100,10,1.218069
3000,100,10,1.217219
3000,100,10,1.219929
3000,100,10,1.217607
3000,100,10,1.219923
3000,100,10,1.219144
3000,100,10,1.220728
500,200,10,0.056872
500,200,10,0.056579
500,200,10,0.056633
500,200,10,0.056468
500,200,10,0.05671
500,200,10,0.056856
500,200,10,0.05659
500,200,10,0.056772
500,200,10,0.056907
500,200,10,0.056897
500,200,10,0.056688
500,200,10,0.056685
500,200,10,0.056973
500,200,10,0.056977
500,200,10,0.056778
500,200,10,0.056487
500,200,10,0.05681
500,200,10,0.056884
500,200,10,0.05663
500,200,10,0.056758
1000,200,10,0.22404
1000,200,10,0.224062
1000,200,10,0.224366
1000,200,10,0.224722
1000,200,10,0.224311
1000,200,10,0.224181
1000,200,10,0.224099
1000,200,10,0.224957
1000,200,10,0.224258
1000,200,10,0.224555
1000,200,10,0.224155
1000,200,10,0.223726
1000,200,10,0.22393
1000,200,10,0.224414
1000,200,10,0.225051
1000,200,10,0.22429
1000,200,10,0.224369
1000,200,10,0.224427
1000,200,10,0.223729
1000,200,10,0.224144
2000,200,10,1.034713
2000,200,10,1.035815
2000,200,10,1.03662
2000,200,10,1.032834
2000,200,10,1.035851
2000,200,10,1.035194
2000,200,10,1.037331
2000,200,10,1.042663
2000,200,10,1.031965
2000,200,10,1.036533
2000,200,10,1.036702
2000,200,10,1.033157
2000,200,10,1.034276
2000,200,10,1.032045
2000,200,10,1.036165
2000,200,10,1.036168
2000,200,10,1.03663
2000,200,10,1.03301
2000,200,10,1.033641
2000,200,10,1.033531
3000,200,10,2.37907
3000,200,10,2.372707
3000,200,10,2.3773
3000,200,10,2.379468
3000,200,10,2.376339
3000,200,10,2.375596
3000,200,10,2.375949
3000,200,10,2.371995
3000,200,10,2.369606
3000,200,10,2.373486
3000,200,10,2.371649
3000,200,10,2.377069
3000,200,10,2.373172
3000,200,10,2.377436
3000,200,10,2.376657
3000,200,10,2.382385
3000,200,10,2.371445
3000,200,10,2.383581
3000,200,10,2.376805
3000,200,10,2.377796
500,500,10,0.136448
500,500,10,0.135976
500,500,10,0.137211
500,500,10,0.136483
500,500,10,0.136619
500,500,10,0.136617
500,500,10,0.136269
500,500,10,0.13658
500,500,10,0.135765
500,500,10,0.136329
500,500,10,0.136371
500,500,10,0.135773
500,500,10,0.136459
500,500,10,0.136793
500,500,10,0.135395
500,500,10,0.136083
500,500,10,0.136476
500,500,10,0.135949
500,500,10,0.136364
500,500,10,0.136656
1000,500,10,0.53899
1000,500,10,0.538589
1000,500,10,0.538387
1000,500,10,0.540215
1000,500,10,0.539422
1000,500,10,0.540299
1000,500,10,0.540087
1000,500,10,0.539034
1000,500,10,0.538578
1000,500,10,0.540126
1000,500,10,0.539012
1000,500,10,0.540017
1000,500,10,0.539005
1000,500,10,0.53912
1000,500,10,0.538442
1000,500,10,0.538774
1000,500,10,0.539504
1000,500,10,0.539465
1000,500,10,0.540143
1000,500,10,0.540873
2000,500,10,2.512591
2000,500,10,2.509292
2000,500,10,2.515344
2000,500,10,2.51914
2000,500,10,2.518686
2000,500,10,2.50991
2000,500,10,2.514751
2000,500,10,2.511935
2000,500,10,2.512885
2000,500,10,2.515229
2000,500,10,2.515417
2000,500,10,2.514035
2000,500,10,2.51145
2000,500,10,2.515244
2000,500,10,2.515352
2000,500,10,2.514686
2000,500,10,2.514758
2000,500,10,2.515794
2000,500,10,2.510812
2000,500,10,2.51213
3000,500,10,5.794934
3000,500,10,5.803138
3000,500,10,5.791087
3000,500,10,5.785665
3000,500,10,5.796394
3000,500,10,5.780415
3000,500,10,5.801744
3000,500,10,5.783938
3000,500,10,5.786552
3000,500,10,5.789282
3000,500,10,5.790984
3000,500,10,5.787345
3000,500,10,5.781246
3000,500,10,5.78982
3000,500,10,5.79992
3000,500,10,5.813635
3000,500,10,5.789362
3000,500,10,5.786335
3000,500,10,5.798749
3000,500,10,5.795385
500,50,12,0.013009
500,50,12,0.013009
500,50,12,0.013023
500,50,12,0.013067
500,50,12,0.013031
500,50,12,0.013008
500,50,12,0.012999
500,50,12,0.013185
500,50,12,0.013383
500,50,12,0.013011
500,50,12,0.013042
500,50,12,0.013019
500,50,12,0.013012
500,50,12,0.012972
500,50,12,0.013019
500,50,12,0.013007
500,50,12,0.013032
500,50,12,0.013717
500,50,12,0.013138
500,50,12,0.013143
1000,50,12,0.051325
1000,50,12,0.051155
1000,50,12,0.051238
1000,50,12,0.051293
1000,50,12,0.051122
1000,50,12,0.051409
1000,50,12,0.051486
1000,50,12,0.053232
1000,50,12,0.051537
1000,50,12,0.051024
1000,50,12,0.051149
1000,50,12,0.051192
1000,50,12,0.051121
1000,50,12,0.051109
1000,50,12,0.051215
1000,50,12,0.051186
1000,50,12,0.05113
1000,50,12,0.05141
1000,50,12,0.05111
1000,50,12,0.051259
2000,50,12,0.239275
2000,50,12,0.238902
2000,50,12,0.239233
2000,50,12,0.238835
2000,50,12,0.238965
2000,50,12,0.239907
2000,50,12,0.23931
2000,50,12,0.238556
2000,50,12,0.238366
2000,50,12,0.238419
2000,50,12,0.239164
2000,50,12,0.238262
2000,50,12,0.238928
2000,50,12,0.239268
2000,50,12,0.238478
2000,50,12,0.239616
2000,50,12,0.238429
2000,50,12,0.238559
2000,50,12,0.238919
2000,50,12,0.238573
3000,50,12,0.542762
3000,50,12,0.543651
3000,50,12,0.541907
3000,50,12,0.543689
3000,50,12,0.544802
3000,50,12,0.541884
3000,50,12,0.542687
3000,50,12,0.541245
3000,50,12,0.544231
3000,50,12,0.542798
3000,50,12,0.54198
3000,50,12,0.542606
3000,50,12,0.546254
3000,50,12,0.542573
3000,50,12,0.542453
3000,50,12,0.544167
3000,50,12,0.541595
3000,50,12,0.542478
3000,50,12,0.542707
3000,50,12,0.542061
500,100,12,0.024758
500,100,12,0.024801
500,100,12,0.024733
500,100,12,0.024578
500,100,12,0.024788
500,100,12,0.024737
500,100,12,0.024761
500,100,12,0.024734
500,100,12,0.024598
500,100,12,0.024698
500,100,12,0.024837
500,100,12,0.024713
500,100,12,0.024625
500,100,12,0.024792
500,100,12,0.024696
500,100,12,0.024722
500,100,12,0.024735
500,100,12,0.024744
500,100,12,0.024677
500,100,12,0.024751
1000,100,12,0.097953
1000,100,12,0.097711
1000,100,12,0.097595
1000,100,12,0.097511
1000,100,12,0.097219
1000,100,12,0.097616
1000,100,12,0.09763
1000,100,12,0.097731
1000,100,12,0.097695
1000,100,12,0.097587
1000,100,12,0.097941
1000,100,12,0.097534
1000,100,12,0.097357
1000,100,12,0.097719
1000,100,12,0.097468
1000,100,12,0.09758
1000,100,12,0.097544
1000,100,12,0.097689
1000,100,12,0.097476
1000,100,12,0.097306
2000,100,12,0.458501
2000,100,12,0.459712
2000,100,12,0.459862
2000,100,12,0.458357
2000,100,12,0.459114
2000,100,12,0.458138
2000,100,12,0.457433
2000,100,12,0.458109
2000,100,12,0.46006
2000,100,12,0.459312
2000,100,12,0.460114
2000,100,12,0.457809
2000,100,12,0.458718
2000,100,12,0.458718
2000,100,12,0.45785
2000,100,12,0.458316
2000,100,12,0.457995
2000,100,12,0.459086
2000,100,12,0.457505
2000,100,12,0.461969
3000,100,12,1.050366
3000,100,12,1.049903
3000,100,12,1.053006
3000,100,12,1.047839
3000,100,12,1.049415
3000,100,12,1.050363
3000,100,12,1.048435
3000,100,12,1.05037
3000,100,12,1.051625
3000,100,12,1.050185
3000,100,12,1.051972
3000,100,12,1.05047
3000,100,12,1.048753
3000,100,12,1.049994
3000,100,12,1.051413
3000,100,12,1.049498
3000,100,12,1.051943
3000,100,12,1.050366
3000,100,12,1.048163
3000,100,12,1.049769
500,200,12,0.047536
500,200,12,0.047573
500,200,12,0.047501
500,200,12,0.04741
500,200,12,0.047694
500,200,12,0.047621
500,200,12,0.047807
500,200,12,0.047505
500,200,12,0.047827
500,200,12,0.047612
500,200,12,0.047573
500,200,12,0.047784
500,200,12,0.047638
500,200,12,0.047837
500,200,12,0.047631
500,200,12,0.047576
500,200,12,0.047722
500,200,12,0.047919
500,200,12,0.047774
500,200,12,0.047645
1000,200,12,0.187668
1000,200,12,0.187882
1000,200,12,0.188328
1000,200,12,0.188024
1000,200,12,0.187937
1000,200,12,0.188269
1000,200,12,0.188093
1000,200,12,0.187985
1000,200,12,0.18821
1000,200,12,0.188059
1000,200,12,0.187533
1000,200,12,0.188013
1000,200,12,0.187978
1000,200,12,0.187786
1000,200,12,0.188076
1000,200,12,0.187974
1000,200,12,0.187647
1000,200,12,0.187366
1000,200,12,0.18782
1000,200,12,0.188037
2000,200,12,0.889701
2000,200,12,0.890088
2000,200,12,0.89034
2000,200,12,0.889593
2000,200,12,0.88761
2000,200,12,0.891469
2000,200,12,0.887547
2000,200,12,0.895391
2000,200,12,0.887672
2000,200,12,0.890236
2000,200,12,0.887853
2000,200,12,0.887273
2000,200,12,0.888644
2000,200,12,0.889476
2000,200,12,0.887834
2000,200,12,0.887956
2000,200,12,0.889176
2000,200,12,0.888968
2000,200,12,0.88806
2000,200,12,0.887044
3000,200,12,2.046185
3000,200,12,2.042095
3000,200,12,2.049778
3000,200,12,2.044317
3000,200,12,2.040669
3000,200,12,2.043863
3000,200,12,2.053274
3000,200,12,2.048294
3000,200,12,2.04452
3000,200,12,2.041179
3000,200,12,2.04706
3000,200,12,2.043707
3000,200,12,2.041404
3000,200,12,2.052009
3000,200,12,2.049706
3000,200,12,2.045555
3000,200,12,2.042104
3000,200,12,2.046328
3000,200,12,2.042785
3000,200,12,2.046633
500,500,12,0.11435
500,500,12,0.114437
500,500,12,0.114291
500,500,12,0.114102
500,500,12,0.114175
500,500,12,0.114598
500,500,12,0.11466
500,500,12,0.114373
500,500,12,0.114838
500,500,12,0.114797
500,500,12,0.11385
500,500,12,0.114199
500,500,12,0.114015
500,500,12,0.114883
500,500,12,0.114418
500,500,12,0.114215
500,500,12,0.114266
500,500,12,0.113834
500,500,12,0.114279
500,500,12,0.114404
1000,500,12,0.451127
1000,500,12,0.451383
1000,500,12,0.450972
1000,500,12,0.450858
1000,500,12,0.450606
1000,500,12,0.45313
1000,500,12,0.450666
1000,500,12,0.450985
1000,500,12,0.450992
1000,500,12,0.45161
1000,500,12,0.451508
1000,500,12,0.451737
1000,500,12,0.452046
1000,500,12,0.451752
1000,500,12,0.451458
1000,500,12,0.45135
1000,500,12,0.452007
1000,500,12,0.451626
1000,500,12,0.451173
1000,500,12,0.450485
2000,500,12,2.157142
2000,500,12,2.15248
2000,500,12,2.156399
2000,500,12,2.150786
2000,500,12,2.149758
2000,500,12,2.150461
2000,500,12,2.153546
2000,500,12,2.143664
2000,500,12,2.147403
2000,500,12,2.150241
2000,500,12,2.156129
2000,500,12,2.143762
2000,500,12,2.154875
2000,500,12,2.154237
2000,500,12,2.150683
2000,500,12,2.154965
2000,500,12,2.151172
2000,500,12,2.149693
2000,500,12,2.158459
2000,500,12,2.144954
3000,500,12,4.990443
3000,500,12,5.022581
3000,500,12,4.988717
3000,500,12,4.996184
3000,500,12,4.993683
3000,500,12,5.004423
3000,500,12,4.993964
3000,500,12,5.018144
3000,500,12,4.990925
3000,500,12,5.002148
3000,500,12,5.008432
3000,500,12,5.000883
3000,500,12,5.016302
3000,500,12,5.025537
3000,500,12,5.007577
3000,500,12,4.987651
3000,500,12,5.00022
3000,500,12,5.004632
3000,500,12,4.987991
3000,500,12,4.980689
5000,100,1,26.390983
5000,100,1,26.531713
5000,100,1,26.334842
5000,100,1,26.388673
5000,100,1,26.308242
5000,100,1,26.317975
5000,100,1,26.317545
5000,100,1,26.363841
5000,100,1,26.341021
5000,100,1,26.356924
8000,100,1,67.510163
8000,100,1,67.426199
8000,100,1,67.43511
8000,100,1,67.391507
8000,100,1,67.453374
8000,100,1,67.406814
8000,100,1,67.387715
8000,100,1,67.438329
8000,100,1,67.450713
8000,100,1,67.453307
12000,100,1,151.723696
12000,100,1,151.688227
12000,100,1,151.478287
12000,100,1,151.370369
12000,100,1,151.229589
12000,100,1,151.420898
12000,100,1,151.273968
12000,100,1,151.742203
12000,100,1,151.36075
12000,100,1,151.369284
15000,100,1,236.255007
15000,100,1,236.22519
15000,100,1,236.283394
15000,100,1,236.594802
15000,100,1,236.604237
15000,100,1,236.270877
15000,100,1,236.699067
15000,100,1,236.21306
15000,100,1,236.989908
15000,100,1,236.591372
5000,100,2,13.268141
5000,100,2,13.319124
5000,100,2,13.246874
5000,100,2,13.320895
5000,100,2,13.304633
5000,100,2,13.376831
5000,100,2,13.282427
5000,100,2,13.265223
5000,100,2,13.336483
5000,100,2,13.346803
8000,100,2,34.179332
8000,100,2,34.054846
8000,100,2,34.040057
8000,100,2,34.117214
8000,100,2,34.082292
8000,100,2,34.171693
8000,100,2,34.159408
8000,100,2,34.125937
8000,100,2,34.180236
8000,100,2,34.149835
12000,100,2,76.52753
12000,100,2,76.767299
12000,100,2,76.744202
12000,100,2,76.767583
12000,100,2,76.622795
12000,100,2,77.035143
12000,100,2,76.649685
12000,100,2,76.686323
12000,100,2,76.944214
12000,100,2,76.560896
15000,100,2,120.176912
15000,100,2,120.331075
15000,100,2,119.938574
15000,100,2,119.86105
15000,100,2,120.313165
15000,100,2,120.244717
15000,100,2,120.234512
15000,100,2,120.110967
15000,100,2,120.378882
15000,100,2,119.675757
5000,100,4,7.47028
5000,100,4,7.467098
5000,100,4,7.441308
5000,100,4,7.45183
5000,100,4,7.436232
5000,100,4,7.443125
5000,100,4,7.458872
5000,100,4,7.43427
5000,100,4,7.442227
5000,100,4,7.448426
8000,100,4,19.054839
8000,100,4,19.049707
8000,100,4,19.185287
8000,100,4,19.053752
8000,100,4,19.035117
8000,100,4,19.015562
8000,100,4,19.113762
8000,100,4,19.015337
8000,100,4,19.090646
8000,100,4,19.087716
12000,100,4,42.860331
12000,100,4,42.94343
12000,100,4,42.996592
12000,100,4,42.924469
12000,100,4,42.907622
12000,100,4,42.943316
12000,100,4,42.978151
12000,100,4,42.910626
12000,100,4,42.895203
12000,100,4,42.807665
15000,100,4,67.043139
15000,100,4,67.398162
15000,100,4,67.150301
15000,100,4,67.222111
15000,100,4,67.039499
15000,100,4,67.05108
15000,100,4,66.87323
15000,100,4,67.035162
15000,100,4,66.980846
15000,100,4,66.898135
5000,100,8,4.084292
5000,100,8,4.07875
5000,100,8,4.089656
5000,100,8,4.073803
5000,100,8,4.073738
5000,100,8,4.072457
5000,100,8,4.075245
5000,100,8,4.074548
5000,100,8,4.079682
5000,100,8,4.069515
8000,100,8,10.421113
8000,100,8,10.406097
8000,100,8,10.400628
8000,100,8,10.42036
8000,100,8,10.416072
8000,100,8,10.403283
8000,100,8,10.407978
8000,100,8,10.422097
8000,100,8,10.404704
8000,100,8,10.407197
12000,100,8,23.392031
12000,100,8,23.408235
12000,100,8,23.400239
12000,100,8,23.410806
12000,100,8,23.438092
12000,100,8,23.403461
12000,100,8,23.427161
12000,100,8,23.409162
12000,100,8,23.41082
12000,100,8,23.398107
15000,100,8,36.568055
15000,100,8,36.557655
15000,100,8,36.538089
15000,100,8,36.556605
15000,100,8,36.557431
15000,100,8,36.568264
15000,100,8,36.573352
15000,100,8,36.5595
15000,100,8,36.578159
15000,100,8,36.591375
5000,100,10,3.373516
5000,100,10,3.38229
5000,100,10,3.373025
5000,100,10,3.376119
5000,100,10,3.376179
5000,100,10,3.375129
5000,100,10,3.369427
5000,100,10,3.370738
5000,100,10,3.37565
5000,100,10,3.367738
8000,100,10,8.608712
8000,100,10,8.607505
8000,100,10,8.613549
8000,100,10,8.605131
8000,100,10,8.597675
8000,100,10,8.608266
8000,100,10,8.602413
8000,100,10,8.605144
8000,100,10,8.614575
8000,100,10,8.598428
12000,100,10,19.38508
12000,100,10,19.354756
12000,100,10,19.384412
12000,100,10,19.346086
12000,100,10,19.366465
12000,100,10,19.346307
12000,100,10,19.366137
12000,100,10,19.355193
12000,100,10,19.341885
12000,100,10,19.395075
15000,100,10,30.256718
15000,100,10,30.252901
15000,100,10,30.236355
15000,100,10,30.234645
15000,100,10,30.283826
15000,100,10,30.242187
15000,100,10,30.24497
15000,100,10,30.257439
15000,100,10,30.267265
15000,100,10,30.24906
5000,100,12,2.901929
5000,100,12,2.908014
5000,100,12,2.90169
5000,100,12,2.899824
5000,100,12,2.91227
5000,100,12,2.907732
5000,100,12,2.917918
5000,100,12,2.899729
5000,100,12,2.914428
5000,100,12,2.921412
8000,100,12,7.405517
8000,100,12,7.404516
8000,100,12,7.413454
8000,100,12,7.405126
8000,100,12,7.404512
8000,100,12,7.419299
8000,100,12,7.418793
8000,100,12,7.416763
8000,100,12,7.391281
8000,100,12,7.40855
12000,100,12,16.680287
12000,100,12,16.683399
12000,100,12,16.659372
12000,100,12,16.673865
12000,100,12,16.67379
12000,100,12,16.686864
12000,100,12,16.677698
12000,100,12,16.665441
12000,100,12,16.648072
12000,100,12,16.655093
15000,100,12,26.013875
15000,100,12,26.044306
15000,100,12,26.048011
15000,100,12,26.132989
15000,100,12,26.059049
15000,100,12,26.050682
15000,100,12,26.056006
15000,100,12,26.076591
15000,100,12,26.029183
15000,100,12,26.055235
500,500,12,0.114398
500,500,12,0.114809
500,500,12,0.114032
500,500,12,0.11428
500,500,12,0.114589
500,500,12,0.114366
500,500,12,0.1142
500,500,12,0.114401
500,500,12,0.113747
500,500,12,0.113792
1000,500,12,0.451671
1000,500,12,0.456224
1000,500,12,0.482398
1000,500,12,0.471641
1000,500,12,0.467472
1000,500,12,0.470218
1000,500,12,0.472421
1000,500,12,0.47107
1000,500,12,0.468284
1000,500,12,0.472915
2000,500,12,2.782509
2000,500,12,3.061578
2000,500,12,3.124423
2000,500,12,3.147654
2000,500,12,3.682945
2000,500,12,2.737452
2000,500,12,2.613988
2000,500,12,2.55442
2000,500,12,2.559721
2000,500,12,2.42614
3000,500,12,7.949278
3000,500,12,7.57763
3000,500,12,8.467383
3000,500,12,6.792986
3000,500,12,6.869379
3000,500,12,7.781915
3000,500,12,8.205933
3000,500,12,6.820285
3000,500,12,7.018227
3000,500,12,6.198926
4000,500,12,12.204326
4000,500,12,14.479241
4000,500,12,12.220889
4000,500,12,11.738968
4000,500,12,14.292627
4000,500,12,13.344072
4000,500,12,10.218776
4000,500,12,10.942824
4000,500,12,14.040945
4000,500,12,17.710905
5000,500,12,24.049243
5000,500,12,20.19433
5000,500,12,17.181123
5000,500,12,19.463598
5000,500,12,21.805108
5000,500,12,18.918768
5000,500,12,15.085877
5000,500,12,18.122375
5000,500,12,20.237847
5000,500,12,21.404584
6000,500,12,27.240899
6000,500,12,27.279519
6000,500,12,31.218437
6000,500,12,28.197358
6000,500,12,27.257337
6000,500,12,27.213148
6000,500,12,26.564509
6000,500,12,21.758897
6000,500,12,24.006876
6000,500,12,26.011964
7000,500,12,36.417938
7000,500,12,40.62043
7000,500,12,42.415511
7000,500,12,36.736767
7000,500,12,31.819405
7000,500,12,31.175254
7000,500,12,33.173133
7000,500,12,34.264786
7000,500,12,35.040509
7000,500,12,35.190283
8000,500,12,47.571671
8000,500,12,52.810392
8000,500,12,56.260054
8000,500,12,46.24736
8000,500,12,46.185376
8000,500,12,46.590138
8000,500,12,46.595774
8000,500,12,47.364394
8000,500,12,46.838125
8000,500,12,46.628124
9000,500,12,58.13635
9000,500,12,59.200443
9000,500,12,70.888231
9000,500,12,44.904288
9000,500,12,44.823001
9000,500,12,48.634869
9000,500,12,53.901767
9000,500,12,52.99274
9000,500,12,54.299423
9000,500,12,54.388046
10000,500,12,55.687062
10000,500,12,74.997522
10000,500,12,89.053429
10000,500,12,83.52767
10000,500,12,71.015937
10000,500,12,57.653248
10000,500,12,55.196205
10000,500,12,55.309689
10000,500,12,55.342924
10000,500,12,55.213275
