511209,100,2000,100.991
511210,500,2000,452.203
511214,50,100,3.575
511214,100,100,6.693
511214,150,100,9.760
511214,200,100,12.997
511214,250,100,21.350
511214,300,100,19.008
511214,350,100,22.026
511214,400,100,25.679
511214,450,100,28.717
511214,500,100,31.950
511214,50,200,3.919
511214,100,200,7.401
511214,150,200,21.965
511214,200,200,14.083
511214,250,200,17.976
511214,300,200,20.780
511214,350,200,24.464
511214,400,200,27.489
511214,450,200,31.857
511214,500,200,45.562
511214,50,300,4.830
511214,100,300,8.797
511214,150,300,12.440
511214,200,300,16.595
511214,250,300,20.734
511214,300,300,24.586
511214,350,300,28.817
511214,400,300,32.176
511214,450,300,36.865
511214,500,300,39.969
511214,50,400,5.541
511214,100,400,20.621
511214,150,400,14.595
511214,200,400,19.300
511214,250,400,24.472
511214,300,400,28.241
511214,350,400,33.578
511214,400,400,38.421
511214,450,400,43.021
511214,500,400,47.665
511214,50,500,6.763
511214,100,500,12.614
511214,150,500,18.461
511214,200,500,24.639
511214,250,500,30.290
511214,300,500,36.252
511214,350,500,41.815
511214,400,500,47.323
511214,450,500,52.978
511214,500,500,58.947
511214,50,600,8.501
511214,100,600,16.408
511214,150,600,22.459
511214,200,600,29.579
511214,250,600,36.396
511214,300,600,44.360
511214,350,600,51.664
511214,400,600,58.430
511214,450,600,65.151
511214,500,600,72.389
511214,50,700,18.643
511214,100,700,19.692
511214,150,700,28.208
511214,200,700,36.337
511214,250,700,46.839
511214,300,700,51.457
511214,350,700,61.019
511214,400,700,68.151
511214,450,700,78.057
511214,500,700,86.266
511214,50,800,12.861
511214,100,800,22.447
511214,150,800,32.368
511214,200,800,41.888
511214,250,800,51.564
511214,300,800,61.392
511214,350,800,71.007
511214,400,800,80.509
511214,450,800,90.007
511214,500,800,97.615
511214,50,900,16.175
511214,100,900,28.213
511214,150,900,40.227
511214,200,900,52.136
511214,250,900,63.886
511214,300,900,75.931
511214,350,900,87.377
511214,400,900,96.861
511214,450,900,108.625
511214,500,900,122.950
511214,50,1000,19.249
511214,100,1000,39.861
511214,150,1000,46.420
511214,200,1000,59.413
511214,250,1000,79.387
511214,300,1000,92.854
511214,350,1000,100.309
511214,400,1000,114.021
511214,450,1000,126.848
511214,500,1000,140.892
511214,50,1100,21.836
511214,100,1100,43.417
511214,150,1100,51.493
511214,200,1100,70.228
511214,250,1100,86.021
511214,300,1100,101.788
511214,350,1100,117.948
511214,400,1100,133.699
511214,450,1100,149.174
511214,500,1100,165.283
511214,50,1200,23.468
511214,100,1200,42.133
511214,150,1200,60.197
511214,200,1200,78.290
511214,250,1200,92.860
511214,300,1200,110.463
511214,350,1200,131.273
511214,400,1200,149.307
511214,450,1200,166.613
511214,500,1200,184.171
511214,50,1300,27.657
511214,100,1300,45.618
511214,150,1300,75.265
511214,200,1300,91.106
511214,250,1300,111.822
511214,300,1300,137.280
511214,350,1300,153.301
511214,400,1300,173.930
511214,450,1300,194.759
511214,500,1300,215.048
511214,50,1400,31.084
511214,100,1400,50.881
511214,150,1400,78.128
511214,200,1400,106.212
511214,250,1400,125.314
511214,300,1400,152.518
511214,350,1400,171.793
511214,400,1400,194.629
511214,450,1400,217.424
511214,500,1400,240.427
511214,50,1500,39.381
511214,100,1500,62.546
511214,150,1500,89.309
511214,200,1500,114.990
511214,250,1500,138.427
511214,300,1500,164.898
511214,350,1500,195.477
511214,400,1500,221.941
511214,450,1500,248.084
511214,500,1500,269.515
511214,50,1600,37.303
511214,100,1600,65.487
511214,150,1600,94.865
511214,200,1600,122.181
511214,250,1600,152.901
511214,300,1600,179.789
511214,350,1600,209.466
511214,400,1600,232.739
511214,450,1600,265.752
511214,500,1600,295.135
511214,50,1700,44.298
511214,100,1700,78.974
511214,150,1700,113.009
511214,200,1700,146.858
511214,250,1700,180.452
511214,300,1700,207.912
511214,350,1700,241.315
511214,400,1700,274.476
511214,450,1700,313.403
511214,500,1700,347.099
511214,50,1800,48.639
511214,100,1800,88.925
511214,150,1800,123.339
511214,200,1800,161.055
511214,250,1800,198.027
511214,300,1800,234.613
