511203,100,1000,186.815
511204,100,2000,741.092
511205,100,2000,740.879
511206,100,2000,740.811
511207,100,2000,738.693
511208,100,2000,740.890
511209,100,2000,740.923
511210,500,2000,3653.135
511214,50,100,2.169
511214,100,100,4.013
511214,150,100,6.042
511214,200,100,7.921
511214,250,100,9.937
511214,300,100,11.922
511214,350,100,13.923
511214,400,100,15.744
511214,450,100,17.752
511214,500,100,19.733
511214,50,200,5.208
511214,100,200,10.247
511214,150,200,15.339
511214,200,200,20.314
511214,250,200,25.440
511214,300,200,30.234
511214,350,200,35.440
511214,400,200,40.422
511214,450,200,45.382
511214,500,200,50.363
511214,50,300,9.622
511214,100,300,19.039
511214,150,300,28.593
511214,200,300,37.865
511214,250,300,47.388
511214,300,300,56.637
511214,350,300,66.001
511214,400,300,75.052
511214,450,300,84.889
511214,500,300,94.365
511214,50,400,16.202
511214,100,400,32.164
511214,150,400,48.004
511214,200,400,63.838
511214,250,400,79.712
511214,300,400,95.461
511214,350,400,111.319
511214,400,400,127.099
511214,450,400,142.613
511214,500,400,158.386
511214,50,500,24.528
511214,100,500,48.836
511214,150,500,72.711
511214,200,500,96.755
511214,250,500,120.804
511214,300,500,144.698
511214,350,500,168.794
511214,400,500,192.582
511214,450,500,216.552
511214,500,500,240.528
511214,50,600,35.016
511214,100,600,69.485
511214,150,600,103.899
511214,200,600,138.132
511214,250,600,172.300
511214,300,600,206.313
511214,350,600,240.372
511214,400,600,274.614
511214,450,600,308.550
511214,500,600,342.660
511214,50,700,47.167
511214,100,700,93.573
511214,150,700,139.776
511214,200,700,185.923
511214,250,700,231.985
511214,300,700,278.186
511214,350,700,324.147
511214,400,700,370.013
511214,450,700,416.277
511214,500,700,461.761
511214,50,800,61.364
511214,100,800,121.694
511214,150,800,181.634
511214,200,800,241.429
511214,250,800,300.971
511214,300,800,360.896
511214,350,800,420.228
511214,400,800,480.056
511214,450,800,539.471
511214,500,800,598.266
511214,50,900,76.870
511214,100,900,152.482
511214,150,900,227.900
511214,200,900,303.239
511214,250,900,378.060
511214,300,900,452.950
511214,350,900,527.750
511214,400,900,602.251
511214,450,900,676.939
511214,500,900,751.911
511214,50,1000,94.146
511214,100,1000,186.923
511214,150,1000,279.094
511214,200,1000,371.314
511214,250,1000,463.035
511214,300,1000,555.097
511214,350,1000,646.694
511214,400,1000,738.472
511214,450,1000,830.259
511214,500,1000,921.850
511214,50,1100,113.616
511214,100,1100,225.483
511214,150,1100,336.914
511214,200,1100,448.115
511214,250,1100,558.976
511214,300,1100,670.235
511214,350,1100,780.827
511214,400,1100,891.481
511214,450,1100,1002.378
511214,500,1100,1112.904
511214,50,1200,135.213
511214,100,1200,268.252
511214,150,1200,400.962
511214,200,1200,533.355
511214,250,1200,665.174
511214,300,1200,797.034
511214,350,1200,928.699
511214,400,1200,1060.419
511214,450,1200,1191.488
511214,500,1200,1323.439
511214,50,1300,158.616
511214,100,1300,314.801
511214,150,1300,470.409
511214,200,1300,625.378
511214,250,1300,779.901
511214,300,1300,934.798
511214,350,1300,1089.517
511214,400,1300,1243.851
511214,450,1300,1398.740
511214,500,1300,1552.522
511214,50,1400,183.696
511214,100,1400,364.621
511214,150,1400,544.777
511214,200,1400,724.348
511214,250,1400,903.898
511214,300,1400,1083.275
511214,350,1400,1261.992
511214,400,1400,1441.478
511214,450,1400,1619.424
511214,500,1400,1798.730
511214,50,1500,211.053
511214,100,1500,418.952
511214,150,1500,625.889
511214,200,1500,832.122
511214,250,1500,1038.453
511214,300,1500,1244.141
511214,350,1500,1449.418
511214,400,1500,1654.845
511214,450,1500,1860.063
511214,500,1500,2065.149
511214,50,1600,240.237
511214,100,1600,476.567
511214,150,1600,711.612
511214,200,1600,946.429
511214,250,1600,1181.036
511214,300,1600,1415.421
511214,350,1600,1648.931
511214,400,1600,1882.403
511214,450,1600,2116.257
511214,500,1600,2348.732
511214,50,1700,270.206
511214,100,1700,536.139
511214,150,1700,801.363
511214,200,1700,1065.250
511214,250,1700,1329.333
511214,300,1700,1592.721
511214,350,1700,1855.726
511214,400,1700,2119.885
511214,450,1700,2382.387
511214,500,1700,2646.054
511214,50,1800,302.356
511214,100,1800,600.223
511214,150,1800,896.261
511214,200,1800,1192.426
511214,250,1800,1487.339
511214,300,1800,1782.879
511214,350,1800,2077.925
511214,400,1800,2372.424
511214,450,1800,2666.893
511214,500,1800,2960.065
511214,50,1900,337.087
511214,100,1900,669.003
511214,150,1900,999.515
511214,200,1900,1328.841
511214,250,1900,1658.443
511214,300,1900,1987.065
511214,350,1900,2314.498
511214,400,1900,2643.351
511214,450,1900,2971.621
511214,500,1900,3299.363
511214,50,2000,373.680
511214,100,2000,741.364
511214,150,2000,1107.775
511214,200,2000,1472.546
511214,250,2000,1837.256
511214,300,2000,2202.152
511214,350,2000,2565.260
511214,400,2000,2928.854
511214,450,2000,3292.972
511214,500,2000,3657.141
511214,50,2100,412.101
511214,100,2100,817.466
511214,150,2100,1221.679
511214,200,2100,1623.393
511214,250,2100,2026.289
511214,300,2100,2427.687
511214,350,2100,2828.587
511214,400,2100,3231.725
511214,450,2100,3631.201
511214,500,2100,4030.633
511214,50,2200,451.943
511214,100,2200,896.870
511214,150,2200,1339.895
511214,200,2200,1782.726
511214,250,2200,2223.234
511214,300,2200,2663.479
511214,350,2200,3105.070
511214,400,2200,3544.930
511214,450,2200,3984.368
511214,500,2200,4424.098
511214,50,2300,494.109
511214,100,2300,980.500
511214,150,2300,1465.272
511214,200,2300,1947.827
511214,250,2300,2431.051
511214,300,2300,2912.003
511214,350,2300,3393.763
511214,400,2300,3875.002
511214,450,2300,4356.606
511214,500,2300,4835.190
511214,50,2400,538.991
511214,100,2400,1068.976
511214,150,2400,1596.571
511214,200,2400,2122.843
511214,250,2400,2648.353
511214,300,2400,3172.685
511214,350,2400,3697.245
511214,400,2400,4220.888
511214,450,2400,4744.305
511214,500,2400,5266.652
511214,50,2500,583.235
511214,100,2500,1157.077
511214,150,2500,1728.851
511214,200,2500,2299.973
511214,250,2500,2867.547
511214,300,2500,3436.539
511214,350,2500,4006.566
511214,400,2500,4573.574
511214,450,2500,5141.149
511214,500,2500,5707.661
511214,50,2600,630.420
511214,100,2600,1251.262
511214,150,2600,1868.624
511214,200,2600,2485.234
511214,250,2600,3100.896
511214,300,2600,3715.764
511214,350,2600,4330.659
